Author,Review URL,Description,Rating,Restaurant Name,Restaurant URL
Payal,https://www.zoma.to/bbqnKEl,My all time favourite restaurant for sure. I love their cheese fondue and Mexican hot pot and these two dishes are my go to forever. Highly recommend to everyone,5,"Reviews of The Red Bistro, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-red-bistro-bodakdev
Ritu Mehta,https://www.zoma.to/gLlmOab,I forgot the count that how many times I have visited this place and not a single time I was disappointed by anything. Their food to service to ambience everything was top notch. I love their Dahi Ke Kabab and Dal Makhani Fondue.,5,"Reviews of The Red Bistro, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-red-bistro-bodakdev
Teena Jobaliya,https://www.zoma.to/xEGyggZ,Too good,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Rukshana Majra,https://www.zoma.to/qnwKMnY,sorry but the achar khichdi was not that good .achar u have used please don't use it again,3,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Kush Shah,https://www.zoma.to/RKlvzEb,super taste<br/>excellent,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Teena Jobaliya,https://www.zoma.to/RKlPPEY,Very tasty and worth eating even if you are sick,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Chahat Chauhan,https://www.zoma.to/GNZMPBk,very good test,3,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Varun Bhutani,https://www.zoma.to/wbYLzMa,Everything was good but the quality of curd was below standard. Its texture and taste were of low quality curd,4,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Krutika,https://www.zoma.to/MNOvAer,Woww,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Sunit,https://www.zoma.to/EayAxGL,khichdi was the best option. <br/>Palak was not good.,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Manish,https://www.zoma.to/NbyybRG,Goot taste,5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Kunal Pohani,https://www.zoma.to/rEMQQKM,"Taste and quality were best, the quantity can be improved",4,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Nilesh Chaudhary,https://www.zoma.to/dPRlqgG,"They follow instructions carefully and overall food quality, taste & the quality totally perfect.     Thank you",5,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Nadir Riyani,https://www.zoma.to/dPRloAX,south indian food is pathetic and that does not offer with zomato gold,3,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Yash Shah,https://www.zoma.to/AAZvvYZ,it's not like before,3,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Shri Thote,https://www.zoma.to/nkzOQMO,khana aur accha ho skta tha.. bahot accha ho skta tha.. definitely Zomato can do this..,3,"Reviews of Urban Khichdi, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur
Hemangi Sanghvi,https://www.zoma.to/aPKREzM,"Soulmate has a intimate ambience perfect for those special evenings. Its menu, a symphony of innovative dishes, excels in both taste and presentation. But the staff behaviour is very rude.",3,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Uma,https://www.zoma.to/vzGkPbe,The food & service was truly amazing over here. Staff were also polite and friendly. Overall it was an awesome experience,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
CA Asha Khanani,https://www.zoma.to/MZoerDl,"Food is okayish. Staff needs a lot of training as they lack understanding of what customer wants. Also, cost is high compared to the experience this restaurant offers. Would I want to visit this place again? No.",3,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Nishant Vyas,https://www.zoma.to/mPXndMZ,A wonderful dinner I had there. It has such a pretty ambience plus a next level quality of food. I have tried all the restaurants in ahmedabad but never ever had a taste like this in any restaurant till now.,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Ashesh Shah,https://www.zoma.to/qedoQmZ,Must visit for food taste buds.,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Rashi Makhija,https://www.zoma.to/ROrEdqE,The atmosphere over here is too romantic and the food is ultimate. The presentation of the dishes was so unique that just looking at it you can say it will be delicious. There wasn’t a single dish that we didn’t like. The staff was very polite and the service was also fast. Will surely visit again soon.,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Vrunda Patel,https://www.zoma.to/ZMvKllY,"Food was super delicious and service was also great..<br/>Thank you for making our day memorable..I'll surely recommend SOULMATE others for their special date night..👍🏻<br/>Must try -Vadapav sliders,Mexican rice,Thai Green rice, Paneer Avadhi,chocolate walnut Brownie Mexican salad",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Ayushi Rao,https://www.zoma.to/XnDRlrM,Place is 5 out 5 and the quality of food is superb they maintain the quality very vell ambiance is amazing for special occasions.must try place,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Umed Singh,https://www.zoma.to/PYMqXkR,What a lovely place for the perfect date with some one  Really enjoyed the service and food  thanks a lot,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Ujval Shah,https://www.zoma.to/wvyzKeB,"Perfect place to have a romantic dinner with your soulmate. <br/><br/>Food Quaity - 5/5, Ambience - 5/5, Staff Service - 5/5<br/><br/>They have 7 course, 9 course, 12 course meal. We did advance booking for 9 course meal. I personally felt, 7 course meal is enough for 2 people as they provide unlimited food within the options. <br/><br/>Definetly recommended for couples for special occassion.",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Jeetendra Lalwani,https://www.zoma.to/BkZndgq,"Had a last minute plan but the restaurant managed it quite well. The decorations are really amazing and makes it a memorable day. Food is made fresh, lot of options and is yummy. Will recommend this to every couple.",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Foodies,https://www.zoma.to/KePpAxQ,Nice restaurant for celebrating with your partner and the way of platting of each item in meal was also unique and adorable . The background music and romantic atmosphere was too good,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Nitish Kumar,https://www.zoma.to/eaLDBXn,We really have great evening over here .the food and ambience is amazing . We truly appreciate ur service,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Bhagirath Pandya,https://www.zoma.to/XByzYBv,Best place to visit for couple with very good decor & ambience with tasty food and best staff to take care of your every need.  5star 👌👌,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Arpan Sarkar,https://www.zoma.to/pvzewpE,"Loved it totally, quality, quantity and taste was really nice<br/>Decoration was very good best place for those couple who want to spend quality time qith each other.<br/>",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Vipin Sevak,https://www.zoma.to/qzqzRdN,"Nice place to spend a time together with my soulmate. with tasty food, &  romantic atmosphere. Thanks for good service",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Hemal,https://www.zoma.to/qzZpxDN,Food 4.5/5<br/>Ambience 4.5/5<br/>Service 4.5/5<br/><br/>Excellent food.... Good service.... Nice ambience...........,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Mrugesha Panchal,https://www.zoma.to/qzZMXyL,"Tooo too good,<br/>Must visit this place, peaceful ambience and romantic too. Food portion serve is also sufficient for a couple, 7 meals were served for a couple.",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Ravina Notani,https://www.zoma.to/aZDBBBg,This place is amazing♥️. They have the best staff and amazing food that can make you drool. A must visit for anyone looking for memorable moments with your loved ones.,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Dr Riddhi,https://www.zoma.to/XBgaakr,Best place best food best service best price keep doing the same... Lots of love ❤️<br/>Totally loved it.....,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Neha Singh,https://www.zoma.to/EzxwLme,"Food was awesome... Loved it totally... Quality, quantity and taste everything was really nice.. Would definitely recommend trying this place.<br/>The price was 1500+taxes at that time.. <br/>It was but costly but still worth it.. Can be tried once for the experience.",5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Parul,https://www.zoma.to/lRBallO,Great place with such a tasty food .I surprised my partner and he totally loved this place .Thankyou for serving us well 😊,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Patel Dharmesh,https://www.zoma.to/ZPRAKDP,One of the best restaurant for candle light lunch. <br/>Beautiful ambience &Decoration which gives romantic Feel. <br/>Good quality food with well trained staff's. <br/><br/>Worth a spending a memorable time with your loved one. <br/>,5,"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura
Kush Shah,https://www.zoma.to/GNRQdwo,Fabulous Service and great food,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
DEEPAL PATEL,https://www.zoma.to/aqMdLwp,The pizza was not freshly made....the quality has been compromised a lot,3,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Pratibha Ahirwar,https://www.zoma.to/QqmkpLB,Taste has altered...no more delicious like before,3,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Akshay S,https://www.zoma.to/aqbLREo,No oregano or chilli flakes.,4,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
DrKP,https://www.zoma.to/eAPQLxG,Excellent place for snacks and ice cream,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Soham,https://www.zoma.to/kDbdpxX,tasty,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Mohammed Faizal,https://www.zoma.to/kDREXBQ,We tried jami sorbet icecream,4,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Juilee Bhavsar,https://www.zoma.to/KLbEXEl,Awesome taste and recipes,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Darshil Shah,https://www.zoma.to/YlpydoO,food quality is excellent. but billing and servicing not upto the mark,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Nikita Chauhan,https://www.zoma.to/ELkxREm,Packaging could have been better as the pastry was slipped from plate and cooling was affected  taste very good,3,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Laxman Singh,https://www.zoma.to/AOwPXGR,icecreams mast he usame bhi Belgium chocolate IC mast he,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Nihar Joshi,https://www.zoma.to/zZXqBdR,Amazing food and lovely ambiance must try to go with the family for ice cream and pizza,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Nikita M,https://www.zoma.to/YlYKXQM,"There were no pineapple, lychee, berries and cherries . otherwise the cake was nice",4,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
DHAVAL,https://www.zoma.to/mrnRvQk,best icecream,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Karina,https://www.zoma.to/kOePLAx,Had lotus biscoff ice-cream and blueberry ice cream and they both were amazing.,5,"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev
Khushbu Khan,https://www.zoma.to/nkXLKpY,Its very tasty,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Albert,https://www.zoma.to/ZRoKvbn,Delicious,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Vishwa Trivedi,https://www.zoma.to/AAryblb,fries was not up to the mark  but manchurian was nice,3,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Albert,https://www.zoma.to/ybpNxrl,Best chicken tandoori and butter chicken I ever had in 2 years. Best in Ahmedabad.,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Janvi Narnavre,https://www.zoma.to/qnoBRBA,very tasty,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Vaibhav Parmar,https://www.zoma.to/eAEgPAO,nice,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Saloni Trivedi,https://www.zoma.to/PwodBEN,Paneer tikka wrap is must try,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Shrey Patel,https://www.zoma.to/ZRqgkzX,they really followed the instructions i mentioned! its rare that a restaurant follows your specific instructions! great food. Great service. Thank you for your wonderful service especially this late at night!,5,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Shinjali Divanji,https://www.zoma.to/QqzygMo,a little spicy but overall a good sandwich.,4,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Dhruv,https://www.zoma.to/mbaygKl,spicy,3,"Reviews of Anjoy Latenight Meals, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur
Patanvadiya Darshan,https://www.zoma.to/aqoEoyQ,pizza is not hot.really  disappointed,3,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Jayesh Shah,https://www.zoma.to/GNORkMd,good food & packing is also good.,5,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Khush Lodhawala,https://www.zoma.to/zbOZvPR,pizza are fine but the packing is very bad cause the box is soggy and wet,4,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Ashutosh,https://www.zoma.to/RKxaANb,pene pasta over cooked. sauce texture was not perfect. tangy flavour is ok but sweetness was little bit extra. basils are missing which can add Savory and aromatic. capsicum quantity was also less,3,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Shreya Shah,https://www.zoma.to/GNkGxdn,we ordered non jain pizza by mistake and the staff was too good to coordinate and make it jain on our request,5,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Jaydeep Thakker,https://www.zoma.to/rRLwyew,very good,4,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
MIND BLASTING FOOD LOVER,https://www.zoma.to/kOoLDmy,"I'M STRICTLY ADD INSTRUCTIONS ON MESSAGE & ALSO SAID ON CALL THAT WE WANT HOT MUCH PIZZA,OBVIOUSLY!!BUT THEY DELIVERED ME NOT EVEN HOT PIZZA INSTED THEY DELIVERED COLD PIZZA!!EVEN IN VERY SLOW RAIN!!",3,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Hetu Khatri,https://www.zoma.to/rRBoqQB,it was soggy,3,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Yatnesh,https://www.zoma.to/yqAgBlR,it could be better,3,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Manali,https://www.zoma.to/bqoYyzx,this order was superb. we ordered for office.,4,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Premal Shah,https://www.zoma.to/ELZOwzQ,of course food was good. something covered to keep it Hot and Fresh. Otherwise everything is ok.,5,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Priyanshi,https://www.zoma.to/GkQZXoa,I like very much it was so good and packing was also good,5,"Reviews of RP's Pizzeria, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura
Saloni04,https://www.zoma.to/YApzRNv,Superb yummy fresh delicious hummus ... everyone just loved it!!!,5,"Reviews of I Love Sandwich House, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev
Vikas Chaturvedi,https://www.zoma.to/kDXYzQR,Didn't follow instructions,3,"Reviews of I Love Sandwich House, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev
Vivan,https://www.zoma.to/yqNGkNm,"the patty used seemed To be frozen, rather than house made as in description  but 10/10 omelet.",3,"Reviews of I Love Sandwich House, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev
J R Shukla,https://www.zoma.to/ooXZzEe,very good unique recepie,5,"Reviews of I Love Sandwich House, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev
Bhavesh,https://www.zoma.to/PwEdAXB,good food,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Nirav Chovatiya,https://www.zoma.to/NbxLkDZ,Jain Fixed meal Pack with less Spices <br/>It  was  tasty  and  as  per  Request..<br/><br/>You  may not  like  Subji with little  Sweetness but  I'm  okay  with it ..<br/>,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Siddharth,https://www.zoma.to/pRQBmNX,I really dont like the sabji it is very very sweet not going to order it again,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Shailesh Desai,https://www.zoma.to/RKrrmpD,test not adjust,3,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Shah Darshit,https://www.zoma.to/RKbBXBb,"I have ordered Thali, but quantity is not up to the mark. Sabji portion is to small approximately 50 gram each subji. Total 2 subji in the thali. Reduce rice quantity and increase the subji quantity.",3,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Baria Dipen Rajeshkumar,https://www.zoma.to/nkbADrm,Awesome food,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Krunal Brahmani,https://www.zoma.to/DOlkGzD,good,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
MITAL SOLANKI,https://www.zoma.to/EabdmNG,as always delicious 😋,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Parth Suthar,https://www.zoma.to/vROoozm,yellow dal qty increased.,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Ritesh Thakkar,https://www.zoma.to/ZRqPedo,Quantity of the sabji and dal is very less,3,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Snehal Agrawal,https://www.zoma.to/xEnAnRo,Good food,4,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Sefali,https://www.zoma.to/pRXoNMY,good,4,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Kalpesh Barot,https://www.zoma.to/XLpXDpM,osm test ....good food for health.,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Bhavesh,https://www.zoma.to/NbpqPLK,good food,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Manan Kaji,https://www.zoma.to/ZRvRYrz,"Dal makhani did not have any authentic taste, it appeared as if it was cooked without much preparation and sent. No cream or makhani in it",3,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
NARESHKUMAR BUDHANI,https://www.zoma.to/BZDxbqw,good,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Jagdish Thakor,https://www.zoma.to/aqQbwnE,very nice and time to time delivery  good 👍,5,"Reviews of Kabir Restaurant, Gurukul, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul
Suchita Nayak,https://www.zoma.to/aPRQpRn,Enjoyed a relaxed lunch with friends The sizzlers ordered were excellent.,4,"Reviews of Parosa, Thaltej, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/parosa-bodakdev
Deepesh Goyal,https://www.zoma.to/bNpOPDP,very good food,5,"Reviews of Parosa, Thaltej, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/parosa-bodakdev
Jimit Vakil,https://www.zoma.to/NABeoED,very nice,5,"Reviews of Parosa, Thaltej, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/parosa-bodakdev
Sonalee Das,https://www.zoma.to/pgoxqRR,"The kebabs didn’t taste like kebabs.Could have been prepared in a much better way!Otherwise chicken pieces,portions and packaging quite good.Roll was and garlic nan was very good.",3,"Reviews of Parosa, Thaltej, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/parosa-bodakdev
Aayushpala,https://www.zoma.to/mbRroxR,gulabjamun ka size chota tha and dal me pani jyada tha,3,"Reviews of Jay Nilkanth Food, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/jay-nilkanth-food-navrangpura
Nirzari,https://www.zoma.to/gbxzOdr,seriously baj saru hatu jamvanu bhagvan tamaro business 10 ghano vadhare♥️🙏🏻,5,"Reviews of Jay Nilkanth Food, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/jay-nilkanth-food-navrangpura
Sumit,https://www.zoma.to/lMbpQOQ,Red chilly spice was at its peak,3,"Reviews of Jay Nilkanth Food, Navrangpura, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/jay-nilkanth-food-navrangpura
Jeet Ghelani,https://www.zoma.to/xErnPwa,Keshav,5,"Reviews of Mocha, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mocha-bodakdev
Aditya,https://www.zoma.to/BZopPEk,"The soup was a bit more spicy than it should be. Was not warm enough. Also, there was no veggies apart from carrot.",3,"Reviews of Mocha, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mocha-bodakdev
Aarya Singh,https://www.zoma.to/OxGoDZo,Nice hospitality by keshav! Loved it!!,5,"Reviews of Mocha, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mocha-bodakdev
Shrey Thakkar,https://www.zoma.to/xEmOBza,Keshav has treated nicely,5,"Reviews of Mocha, Bodakdev, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mocha-bodakdev
