res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway
18757684,Ph Se Food,['Casual Dining'],https://www.zomato.com/ahmedabad/ph-se-food-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"205-206, Silve Radiance, Sindhu Bhawan Road, Pakwan Char Rasta, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0387547279,72.5108871236,380054,1,"Bodakdev, Ahmedabad","North Indian, Chinese, Fast Food",12noon – 11pm (Mon-Sun),900,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg']",4.5,Excellent,1434,773,0.0,-1,-1
18658177,Millhouse,['Casual Dining'],https://www.zomato.com/ahmedabad/millhouse-1-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Alpha One Mall, Vastrapur, Ahmedabad",Ahmedabad,11,"Ahmedabad One Mall, Vastrapur",23.0397704201,72.5315079466,,1,"Ahmedabad One Mall, Vastrapur, Ahmedabad","Continental, Italian",11 AM to 11 PM,1200,3,Rs.,"['No Alcohol Available', 'Debit Card', 'Credit Card', 'Dinner', 'Mall Parking', 'Cash', 'Lunch', 'Takeaway Available', 'Group Meal', 'Desserts and Bakes', 'All Day Breakfast', 'Indoor Seating', 'Serves Jain Food', 'Vegan Options', 'Air Conditioned', 'Wheelchair Accessible', 'Lunch Menu', 'Kid Friendly']",4.5,Excellent,1530,768,0.0,-1,-1
18663856,The Red Bistro,['Casual Dining'],https://www.zomato.com/ahmedabad/the-red-bistro-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Armeida, Sindhu Bhavan Road, Off SG Road, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.039851564,72.5091805682,,1,"Bodakdev, Ahmedabad","Mexican, Italian, North Indian","6:30 PM to 10:45 PM (Mon), 12 Noon to 10:45 PM (Tue-Sun)",1400,3,Rs.,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Outdoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Live Sports Screening', 'Indoor Seating', 'Air Conditioned']",4.6,Excellent,695,631,0.0,-1,-1
18819827,Kadak Bhagat,['Casual Dining'],https://www.zomato.com/ahmedabad/kadak-bhagat-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, First Floor, Dev Aurum Complex, Deer Cirle, Anandnagar Crossroad, Prahlad Nagar, Ahmedabad",Ahmedabad,11,Prahlad Nagar,23.0124110626,72.5143918003,,1,"Prahlad Nagar, Ahmedabad","North Indian, Chinese, Fast Food","11:30 AM to 3:30 PM, 7 PM to 11 PM",1000,3,Rs.,"['Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Sneakpeek', 'Indoor Seating', 'Serves Jain Food', 'Air Conditioned']",4.4,Very Good,977,188,0.0,1,-1
18718880,Urban Khichdi,['Casual Dining'],https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A -103, Shivalik Plaza, Opposite AMA, IIM Road, Panjrapole, Vastrapur, Ahmedabad",Ahmedabad,11,Vastrapur,23.028314743800003,72.54245809529999,380015,1,"Vastrapur, Ahmedabad","North Indian, Continental","Mon-Sun (12 Noon to 4 PM, 7 PM to 11 PM)",600,2,Rs.,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Table Reservation Not Required', 'Pure Veg', 'Free Parking', 'Digital Payments Accepted']",4.7,Excellent,619,305,0.0,1,-1
18707059,Soulmate - Make Moments Memorable,['Casual Dining'],https://www.zomato.com/ahmedabad/soulmate-make-moments-memorable-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 102, Addor Aspire, University Road, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0308569358,72.5480062142,380015,1,"Navrangpura, Ahmedabad","Italian, Continental","11 AM to 3 PM, 7 PM to 12 Midnight",1500,4,Rs.,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Free Wifi', 'Pure Veg', 'Couple Entry Only', 'Air Conditioned']",4.7,Excellent,477,480,0.0,-1,-1
18396250,Huber & Holly,['Dessert Parlour'],https://www.zomato.com/ahmedabad/huber-holly-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7 B, Pakwan Cross Road, Boadakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0381688194,72.5124350935,,1,"Bodakdev, Ahmedabad","Desserts, Italian",10am – 3am (Mon-Sun),500,2,Rs.,"['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Outdoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg']",4.8,Excellent,1545,2045,0.0,1,-1
18672107,Eleven 11 Restro Cafe,['Café'],https://www.zomato.com/ahmedabad/eleven-11-restro-cafe-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"106/107, Silver Radiance, Sindhu Bhavan Road, Near Pakvan Cross Roads, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0387470146,72.5108267739,,1,"Bodakdev, Ahmedabad","Cafe, Italian, North Indian",11 AM to 11 PM,1000,3,Rs.,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Air Conditioned', 'Brunch', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Serves Jain Food', 'All Day Breakfast']",4.3,Very Good,1273,1091,0.0,-1,-1
113895,Anjoy Latenight Meals,[],https://www.zomato.com/ahmedabad/anjoy-latenight-meals-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B -3, Himalaya Complex, Nehru Park Fountain, Near SBI Vastrapur Lake Vastrapur, Ahmedabad",Ahmedabad,11,Vastrapur,23.0367430672,72.5278168917,,1,"Vastrapur, Ahmedabad","North Indian, Fast Food","12 Noon to 4 PM, 7:30 PM to 4:30 AM",500,2,Rs.,"['No Alcohol Available', 'Delivery', 'No Seating Available', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",4.3,Very Good,1284,49,0.0,1,-1
18766005,The Esplendido Cafe,['Café'],https://www.zomato.com/ahmedabad/the-esplendido-cafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Law Garden Cross Road, Opposite Samartheshwar Mahadev, Near V-Mart, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0286634167,72.56028000270001,,1,"Navrangpura, Ahmedabad","Cafe, American, Italian, Chinese",11:30am – 11:30pm (Mon-Sun),800,3,Rs.,"['Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Pure Veg', 'Board Games', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Wifi', 'Serves Jain Food', 'Free Parking', 'Outdoor Seating', 'Indoor Seating']",4.5,Excellent,1549,811,0.0,-1,-1
18438909,La Pino'z Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/la-pinoz-pizza-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0380346062,72.5124743208,,1,"Bodakdev, Ahmedabad","Pizza, Italian",11 AM to 11 PM,500,2,Rs.,"['Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Dinner', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Pure Veg', 'Air Conditioned', 'Free Parking', 'Indoor Seating']",4.5,Excellent,2476,935,0.0,-1,-1
18557653,RP's Pizzeria,['Casual Dining'],https://www.zomato.com/ahmedabad/rps-pizzeria-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Yash Aqua, Near Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0423885997,72.5485081226,,1,"Navrangpura, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Pure Veg', 'Table booking for Groups', 'Air Conditioned', 'Serves Jain Food', 'Buffet', 'Group Meal']",4.4,Very Good,1653,745,0.0,-1,-1
18627705,I Love Sandwich House,['Café'],https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Shaival Complex, Opposite Rajpath Club, S G Highway, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0323515568,72.5096067041,380015,1,"Bodakdev, Ahmedabad","Cafe, Sandwich",8am – 1am (Mon-Sun),900,3,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Live Sports Screening', 'Free Wifi', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",4.2,Very Good,1266,1475,0.0,-1,-1
113356,Wok On Fire,['Casual Dining'],https://www.zomato.com/ahmedabad/wok-on-fire-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Aeon Complex, Vijay Cross Roads, Opposite Navkar Institute, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0432888764,72.5497865304,,1,"Navrangpura, Ahmedabad","Chinese, Thai, Asian",11 AM to 11 PM (Mon-Sun),1200,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Sodexo', 'Air Conditioned', 'Pure Veg', 'Brunch', 'Indoor Seating']",4.1,Very Good,1305,626,0.0,-1,-1
18545544,Mocha,['Café'],https://www.zomato.com/ahmedabad/mocha-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Vasant Baug Society, Near IDBI Bank, CA Circle, Navrangpura, Ahmedabad",Ahmedabad,11,C G Road,23.0294014848,72.5548542291,380006,1,"C G Road, Ahmedabad","Cafe, Italian","11 AM to 11 PM (Mon), 11 AM to 12:30 AM (Tue-Sun)",800,3,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Free Wifi', 'Digital Payments Accepted', 'Wifi', 'Live Sports Screening', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Desserts and Bakes', 'Valet Parking Available']",4.4,Very Good,1065,1609,0.0,1,-1
110237,Kabir Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,11,Gurukul,23.0484266325,72.5239240006,0,1,"Gurukul, Ahmedabad",North Indian,8 AM to 11 PM,600,2,Rs.,"['Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,3052,243,0.0,-1,-1
18715978,Parosa,['Casual Dining'],https://www.zomato.com/ahmedabad/parosa-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Ground Floor, Silver Radiance Building, Near Pakwan Cross Road, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0385378279,72.51113891600001,380054,1,"Bodakdev, Ahmedabad","Italian, Mexican, North Indian","12 Noon to 12 Midnight (Mon-Wed, Fri), 11 AM to 12 Midnight (Thu), 12 Noon to 1 AM (Sat-Sun)",800,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",4.2,Very Good,930,598,0.0,-1,-1
18529585,Yash's GBT,['Casual Dining'],https://www.zomato.com/ahmedabad/yashs-gbt-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Wing B, Heritage Square, Opposite Atlanta Towers, Gulbai Tekra Road, Off C.G Road, Ahmedabad",Ahmedabad,11,Gulbai Tekra,23.026672279,72.5524456054,380006,1,"Gulbai Tekra, Ahmedabad","Italian, Cafe",11 AM to 11 PM,800,3,Rs.,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Delivery', 'Debit Card', 'Live Sports Screening', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Pure Veg']",4.2,Very Good,777,872,0.0,-1,-1
18653898,The Mondo Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-mondo-kitchen-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-101, S G Business Hub, Near Gota Over Bridge, Sola, Ahmedabad",Ahmedabad,11,Sola,23.0918298046,72.52952512350001,,1,"Sola, Ahmedabad","Chinese, North Indian, Italian","12noon – 3pm, 7pm – 11pm (Mon-Sun)",1000,3,Rs.,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Pure Veg', 'Indoor Seating', 'Desserts and Bakes']",4.2,Very Good,639,461,0.0,-1,-1
18651829,Chalk & Cheese,['Café'],https://www.zomato.com/ahmedabad/chalk-cheese-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 22, First Floor, Surmount Complex, Opposite Iscon Mega Mall, S G Highway, Satellite, Ahmedabad",Ahmedabad,11,Satellite,23.0293607554,72.50867463649999,,1,"Satellite, Ahmedabad","Cafe, Desserts","11am – 3pm, 7pm – 11pm (Mon-Sun)",800,3,Rs.,"['Delivery', 'Takeaway Available', 'Lunch', 'Debit Card', 'Dinner', 'Credit Card', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Free Wifi']",4.1,Very Good,500,464,0.0,-1,-1
112466,Jay Nilkanth Food,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-nilkanth-food-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7 & 8, Ajay Centre, Opposite Memnagar Fire Station, Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0435974003,72.5514139608,,1,"Navrangpura, Ahmedabad",North Indian,11 AM to 11 PM (Mon-Sun),400,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",3.1,Average,1499,41,0.0,-1,-1
18143128,Mocha,['Café'],https://www.zomato.com/ahmedabad/mocha-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0318202339,72.51134578140001,,1,"Bodakdev, Ahmedabad","Cafe, Italian","11am – 11pm (Mon),12:1AM – 12:45AM, 11am – 12midnight (Tue-Sun)",800,3,Rs.,"['Credit Card', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area']",4.6,Excellent,2379,3403,0.0,-1,-1
18902811,Legends Of Punjab - By Pepperazi,['Casual Dining'],https://www.zomato.com/ahmedabad/legends-of-punjab-by-pepperazi-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor Tirupati House, Near Panjrapole Cross Roads, Gulbai Tekra, Ahmedabad",Ahmedabad,11,Gulbai Tekra,23.0274282545,72.5454778969,,1,"Gulbai Tekra, Ahmedabad","North Indian, Italian, BBQ, Mexican, Thai","12 Noon to 3 PM, 7 PM to 11 PM",700,2,Rs.,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.1,Very Good,417,252,0.0,-1,-1
110395,Swati Snacks,['Quick Bites'],https://www.zomato.com/ahmedabad/swati-snacks-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Law Garden, Ellis Bridge, Ahmedabad",Ahmedabad,11,Ellis Bridge,23.0242083867,72.55903679880001,380006,1,"Ellis Bridge, Ahmedabad","Fast Food, Street Food, South Indian",12 Noon to 10:45 PM,600,2,Rs.,"['Dinner', 'Credit Card', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Indoor Seating', 'Table booking not available', 'Pure Veg', 'Wheelchair Accessible', 'Air Conditioned', 'Free Parking']",4.7,Excellent,1403,918,0.0,-1,-1
18335583,Brick Kitchen - Five Petals,['Casual Dining'],https://www.zomato.com/ahmedabad/brick-kitchen-five-petals-ghatlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"At Five Petals Hotel & amp; Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ahmedabad,11,Ghatlodia,23.071208042,72.5394479558,,1,"Ghatlodia, Ahmedabad","North Indian, Chinese, Continental","12 Noon to 3 PM, 7 PM to 11 PM",900,3,Rs.,"['Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Pure Veg']",4.5,Excellent,1533,1220,0.0,-1,-1
18766904,The Secret Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-secret-kitchen-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Times Square II,
Beside Avalon Hotel, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0448290206,72.5073217973,,1,"Bodakdev, Ahmedabad",North Indian,"12 Noon to 3 PM, 7 PM to 11 PM",1100,3,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Pure Veg']",4.2,Very Good,577,355,0.0,-1,-1
19067349,Loft,['Café'],https://www.zomato.com/ahmedabad/loft-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop G-1, Ground Floor, Eventi, C G Road, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.033143,72.55753,,1,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,700,2,Rs.,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,117,231,0.0,-1,-1
18819865,Kadak Bhagat,['Casual Dining'],https://www.zomato.com/ahmedabad/kadak-bhagat-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"77, First Floor, Above Bata Showroom, Shrinath Apartments, Krishnabaug Char Rasta, Keshav Kunj, Mani Nagar, Ahmedabad",Ahmedabad,11,Mani Nagar,22.9975766544,72.6042571664,,1,"Mani Nagar, Ahmedabad","North Indian, Chinese","11:30 AM to 3:30 PM, 7 PM to 11 PM",1200,3,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Serves Jain Food']",4.8,Excellent,897,79,0.0,1,-1
18658460,Queso Y Cafe,['Café'],https://www.zomato.com/ahmedabad/queso-y-cafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G 2 & 3, Ground Floor, Campus Corner, Commerce Six Road, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0337600769,72.5547968969,380009,1,"Navrangpura, Ahmedabad","Cafe, North Indian, Chinese, Beverages",9am – 11pm (Mon-Sun),750,3,Rs.,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Outdoor Seating', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi']",4.2,Very Good,823,592,0.0,-1,-1
113234,Shree Annpurna,['Quick Bites'],https://www.zomato.com/ahmedabad/shree-annpurna-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 2, Once More Apartment, Krishnabaug Cross Road, Mani Nagar, Ahmedabad",Ahmedabad,11,Mani Nagar,22.9977729422,72.6039497182,,1,"Mani Nagar, Ahmedabad","North Indian, Chinese",11 AM to 11 PM (Mon-Sun),500,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",4.1,Very Good,1909,24,0.0,-1,-1
18638910,Khichdi Etc,['Casual Dining'],https://www.zomato.com/ahmedabad/khichdi-etc-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5-6, Gala Business Center, Opposite Zodiac Plaza, Near St. Xavier's Corner, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0326820127,72.5548944622,380009,1,"Navrangpura, Ahmedabad","North Indian, Gujarati","12 Noon to 4 PM, 7 PM to 11 PM",700,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Sneakpeek', 'Air Conditioned', 'Pure Veg']",4.4,Very Good,675,205,0.0,-1,-1
113702,@Mango,['Casual Dining'],https://www.zomato.com/ahmedabad/@mango-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0398055928,72.50212736430001,,1,"Bodakdev, Ahmedabad","North Indian, Italian, Mexican","12 Noon to 3 PM, 7 PM to 11 PM",1300,3,Rs.,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Sneakpeek', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Pure Veg']",4.5,Excellent,1753,1121,0.0,-1,-1
18607123,La Pino'z Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/la-pinoz-pizza-1-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-5, Ground Floor, Capstone Building, Netaji Road, Opposite Chirag Motors, Kalgi Cross Road, Ellis Bridge, Ahmedabad",Ahmedabad,11,"Capstone, Ellisbridge",23.0199068812,72.56044764069999,380006,1,"Capstone, Ellisbridge, Ahmedabad","Pizza, Italian",11 AM – 11 PM,500,2,Rs.,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Pure Veg', 'Indoor Seating']",4.3,Very Good,979,251,0.0,-1,-1
18480250,Cafe De Italiano,['Café'],https://www.zomato.com/ahmedabad/cafe-de-italiano-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Stellar, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,11,Bodakdev,23.0404649245,72.5074740127,380054,1,"Bodakdev, Ahmedabad",Cafe,11am – 12midnight (Mon-Sun),950,3,Rs.,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Table booking recommended', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.3,Very Good,866,1134,0.0,-1,-1
18588579,Ristretto - Behind the Rods,['Café'],https://www.zomato.com/ahmedabad/ristretto-behind-the-rods-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-1, Ground Floor, Maharaja Palace, University Road, Near Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,11,Navrangpura,23.0408533641,72.548933588,,1,"Navrangpura, Ahmedabad","Cafe, Italian",11:30 AM to 12 Midnight,1000,3,Rs.,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Serves Jain Food', 'Live Music', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.4,Very Good,905,1803,0.0,1,-1
110484,Eat Punjab,['Casual Dining'],https://www.zomato.com/ahmedabad/eat-punjab-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Swagat Status 1, Near Engineering College, New CG Road, Chandkheda, Ahmedabad",Ahmedabad,11,Chandkheda,23.106070325900003,72.5972297788,0,1,"Chandkheda, Ahmedabad","North Indian, Chinese, Fast Food","10:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",750,3,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Sodexo', 'Ticket Restaurant', 'Indoor Seating', 'Air Conditioned']",3.7,Good,1403,168,0.0,1,-1
114006,Kailash Parbat,['Casual Dining'],https://www.zomato.com/ahmedabad/kailash-parbat-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Dev Aurum, Near Anandnagar Cross Roads, Prahlad Nagar, Ahmedabad",Ahmedabad,11,Prahlad Nagar,23.0121542591,72.5146251172,,1,"Prahlad Nagar, Ahmedabad","North Indian, Street Food, Asian",11 AM to 11 PM,800,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Pure Veg', 'Buffet', 'Indoor Seating']",4.0,Very Good,954,960,0.0,-1,-1
18999350,Indian Swag,['Casual Dining'],https://www.zomato.com/ahmedabad/indian-swag-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, 1st Floor, Devaurum Mall, Prahlad Nagar, Ahmedabad",Ahmedabad,11,Prahlad Nagar,23.012431069,72.5147320703,,1,"Prahlad Nagar, Ahmedabad","North Indian, Chinese, Continental",24 Hours (Mon-Sun),800,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food', 'Table booking recommended', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,160,207,0.0,-1,-1
